,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Unnamed: 31,Status
322,City Hotel,167,2017,August,33,16,0,3,2,1,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.65,0,1,Check-Out,19/8/2017,,Cancel
323,City Hotel,2,2017,August,33,16,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,128.0,0,0,Check-Out,19/8/2017,,Not Cancel
324,City Hotel,84,2017,August,33,15,0,4,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,152.0,0,1,Check-Out,19/8/2017,,Not Cancel
325,City Hotel,84,2017,August,33,15,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,121.6,0,1,Check-Out,19/8/2017,,Not Cancel
326,City Hotel,54,2017,August,33,15,0,4,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,152.5,0,3,Check-Out,19/8/2017,,Not Cancel
327,City Hotel,103,2017,August,33,17,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,115.0,0,1,Check-Out,19/8/2017,,Cancel
328,City Hotel,0,2017,August,33,18,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,89.5,0,0,Check-Out,19/8/2017,,Not Cancel
329,City Hotel,157,2017,August,33,13,2,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,168.5,0,2,Check-Out,19/8/2017,,Not Cancel
330,City Hotel,159,2017,August,33,14,1,4,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,1,Check-Out,19/8/2017,,Not Cancel
331,City Hotel,30,2017,August,33,15,0,4,2,0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,19/8/2017,,Cancel
332,City Hotel,10,2017,August,33,18,0,1,2,1,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,260.0,0,1,Check-Out,19/8/2017,,Not Cancel
333,City Hotel,69,2017,August,33,13,2,4,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,2,Check-Out,19/8/2017,,Not Cancel
334,City Hotel,35,2017,August,33,17,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,190.0,0,2,Check-Out,19/8/2017,,Not Cancel
335,City Hotel,45,2017,August,33,16,0,3,3,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,139.4,0,0,Check-Out,19/8/2017,,Cancel
336,City Hotel,108,2017,August,33,15,0,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,130.5,0,0,Check-Out,19/8/2017,,Not Cancel
337,City Hotel,89,2017,August,33,16,0,3,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,240.0,0,1,Check-Out,19/8/2017,,Not Cancel
338,City Hotel,89,2017,August,33,16,0,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,200.0,0,2,Check-Out,19/8/2017,,Not Cancel
339,City Hotel,108,2017,August,33,15,0,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,A,1,No Deposit,,,0,Transient-Party,130.5,0,0,Check-Out,19/8/2017,,Not Cancel
340,City Hotel,10,2017,August,33,18,0,1,2,1,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,260.0,0,0,Check-Out,19/8/2017,,Cancel
341,City Hotel,123,2017,August,33,16,0,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,185.0,0,0,Check-Out,19/8/2017,,Cancel
342,City Hotel,98,2017,August,33,16,0,3,3,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,,0,Transient,116.1,0,1,Check-Out,19/8/2017,,Not Cancel
343,City Hotel,135,2017,August,33,17,0,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,199.5,0,1,Check-Out,19/8/2017,,Not Cancel
344,City Hotel,129,2017,August,33,15,0,4,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,19/8/2017,,Not Cancel
345,City Hotel,129,2017,August,33,15,0,4,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,19/8/2017,,Not Cancel
346,City Hotel,112,2017,August,33,16,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,202.0,0,1,Check-Out,19/8/2017,,Not Cancel
347,City Hotel,107,2017,August,33,15,0,4,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,19/8/2017,,Cancel
348,City Hotel,72,2017,August,33,17,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,2,Check-Out,19/8/2017,,Not Cancel
349,City Hotel,129,2017,August,33,15,0,4,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,19/8/2017,,Not Cancel
350,City Hotel,72,2017,August,33,17,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,259.0,0,1,Check-Out,19/8/2017,,Not Cancel
351,City Hotel,113,2017,August,33,17,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,1,Check-Out,19/8/2017,,Cancel
352,City Hotel,125,2017,August,32,12,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,1,Check-Out,19/8/2017,,Cancel
353,City Hotel,147,2017,August,33,17,0,2,1,1,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8.0,,0,Transient,103.5,0,0,Check-Out,19/8/2017,,Cancel
354,City Hotel,175,2017,August,33,15,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0,Check-Out,19/8/2017,,Not Cancel
355,City Hotel,77,2017,August,33,15,0,4,2,0,0,BB,ETH,Direct,Direct,0,0,0,D,A,0,No Deposit,14.0,,0,Transient,111.8,0,0,Check-Out,19/8/2017,,Cancel
356,City Hotel,31,2017,August,33,17,0,2,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,169.0,0,3,Check-Out,19/8/2017,,Not Cancel
357,City Hotel,2,2017,August,33,17,0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,169.0,0,1,Check-Out,19/8/2017,,Cancel
358,City Hotel,209,2017,August,33,16,0,3,3,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,115.0,0,1,Check-Out,19/8/2017,,Not Cancel
359,City Hotel,107,2017,August,33,15,0,4,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,204.0,0,1,Check-Out,19/8/2017,,Not Cancel
360,City Hotel,156,2017,August,32,12,2,5,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,157.5,1,2,Check-Out,19/8/2017,,Not Cancel
361,City Hotel,201,2017,August,33,17,0,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,235.0,0,0,Check-Out,19/8/2017,,Not Cancel
362,City Hotel,230,2017,August,33,16,0,3,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,2,Check-Out,19/8/2017,,Cancel
363,City Hotel,213,2017,August,33,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.1,0,2,Check-Out,19/8/2017,,Not Cancel
364,City Hotel,139,2017,August,33,15,0,4,2,3,0,HB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,,14.0,0,Transient,300.0,0,1,Check-Out,19/8/2017,,Not Cancel
365,City Hotel,84,2017,August,33,15,0,4,3,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,215.0,0,3,Check-Out,19/8/2017,,Not Cancel
366,City Hotel,137,2017,August,33,18,0,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,195.0,0,1,Check-Out,19/8/2017,,Not Cancel
367,City Hotel,77,2017,August,33,17,0,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,240.0,0,1,Check-Out,19/8/2017,,Not Cancel
368,City Hotel,27,2017,August,33,15,0,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,169.0,1,1,Check-Out,19/8/2017,,Not Cancel
369,City Hotel,182,2017,August,33,17,0,2,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,1,Check-Out,19/8/2017,,Not Cancel
370,City Hotel,210,2017,August,33,14,1,4,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,177.3,0,0,Check-Out,19/8/2017,,Not Cancel
371,City Hotel,219,2017,August,32,12,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,1,Check-Out,19/8/2017,,Not Cancel
372,City Hotel,80,2017,August,33,18,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,19/8/2017,,Cancel
373,City Hotel,208,2017,August,33,14,1,4,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,3,Check-Out,19/8/2017,,Cancel
374,City Hotel,22,2017,August,33,19,1,1,2,1,0,BB,FRA,Direct,TA/TO,0,0,0,D,A,0,No Deposit,,,0,Transient,174.0,0,3,Check-Out,21/8/2017,,Not Cancel
375,City Hotel,0,2017,August,33,18,0,1,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,89.5,0,0,Check-Out,19/8/2017,,Not Cancel
376,City Hotel,108,2017,August,33,17,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,3,Check-Out,19/8/2017,,Not Cancel
377,City Hotel,108,2017,August,33,17,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,3,Check-Out,19/8/2017,,Not Cancel
378,City Hotel,201,2017,August,33,16,0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,112.5,0,0,Check-Out,19/8/2017,,Not Cancel
379,City Hotel,40,2017,August,33,18,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,174.0,0,0,Check-Out,19/8/2017,,Not Cancel
380,City Hotel,201,2017,August,33,16,0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,112.5,0,0,Check-Out,19/8/2017,,Not Cancel
381,City Hotel,93,2017,August,33,17,0,2,3,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,116.1,0,1,Check-Out,19/8/2017,,Not Cancel
382,City Hotel,185,2017,August,33,16,0,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,1,Check-Out,19/8/2017,,Cancel
383,City Hotel,23,2017,August,33,18,0,1,3,1,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,264.0,1,1,Check-Out,19/8/2017,,Not Cancel
384,City Hotel,70,2017,August,33,15,0,4,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,98.1,0,0,Check-Out,19/8/2017,,Not Cancel
385,City Hotel,129,2017,August,33,15,0,4,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,19/8/2017,,Not Cancel
386,City Hotel,134,2017,August,33,15,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,19/8/2017,,Not Cancel
387,City Hotel,77,2017,August,33,17,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,170.0,0,2,Check-Out,19/8/2017,,Not Cancel
388,City Hotel,134,2017,August,33,15,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,19/8/2017,,Not Cancel
389,City Hotel,5,2017,August,33,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,K,0,No Deposit,,,0,Transient,144.0,0,1,Check-Out,19/8/2017,,Cancel
390,City Hotel,121,2017,August,33,16,0,4,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,20/8/2017,,Cancel
391,City Hotel,346,2017,August,32,12,2,6,2,0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,21.0,,0,Transient,116.15,0,0,Check-Out,20/8/2017,,Not Cancel
392,City Hotel,115,2017,August,32,8,2,10,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,20/8/2017,,Not Cancel
393,City Hotel,121,2017,August,33,16,0,4,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,20/8/2017,,Cancel
394,City Hotel,2,2017,August,33,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,127.6,0,1,Check-Out,20/8/2017,,Not Cancel
395,City Hotel,233,2017,August,33,16,0,4,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,106.65,0,1,Check-Out,20/8/2017,,Cancel
396,City Hotel,266,2017,August,33,17,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.1,0,0,Check-Out,20/8/2017,,Not Cancel
397,City Hotel,11,2017,August,33,14,1,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,189.0,0,1,Check-Out,20/8/2017,,Cancel
398,City Hotel,263,2017,August,33,17,0,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,107.1,0,0,Check-Out,20/8/2017,,Not Cancel
399,City Hotel,120,2017,August,33,16,0,4,2,0,0,HB,HUN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,183.0,0,2,Check-Out,20/8/2017,,Not Cancel
400,City Hotel,155,2017,August,33,17,0,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,80.1,0,2,Check-Out,20/8/2017,,Not Cancel
401,City Hotel,94,2017,August,33,16,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Transient,155.75,0,1,Check-Out,20/8/2017,,Cancel
402,City Hotel,155,2017,August,33,17,0,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,80.1,0,2,Check-Out,20/8/2017,,Not Cancel
403,City Hotel,20,2017,August,33,19,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,190.0,0,1,Check-Out,20/8/2017,,Cancel
404,City Hotel,120,2017,August,33,16,0,4,2,0,0,HB,HUN,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient-Party,193.0,0,2,Check-Out,20/8/2017,,Not Cancel
405,City Hotel,103,2017,August,33,17,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,89.1,0,1,Check-Out,20/8/2017,,Not Cancel
406,City Hotel,113,2017,August,33,17,0,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,121.5,0,3,Check-Out,20/8/2017,,Not Cancel
407,City Hotel,208,2017,August,33,17,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.7,1,0,Check-Out,20/8/2017,,Not Cancel
408,City Hotel,91,2017,August,33,16,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,150.0,0,1,Check-Out,20/8/2017,,Cancel
409,City Hotel,156,2017,August,33,19,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,130.5,0,2,Check-Out,20/8/2017,,Not Cancel
410,City Hotel,219,2017,August,33,17,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.7,0,1,Check-Out,20/8/2017,,Cancel
411,City Hotel,156,2017,August,33,19,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,130.5,0,2,Check-Out,20/8/2017,,Not Cancel
412,City Hotel,28,2017,August,33,18,0,2,2,0,1,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,140.8,0,1,Check-Out,20/8/2017,,Cancel
413,City Hotel,219,2017,August,33,17,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,122.7,0,1,Check-Out,20/8/2017,,Cancel
414,City Hotel,155,2017,August,33,14,1,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,112.5,0,1,Check-Out,20/8/2017,,Not Cancel
415,City Hotel,186,2017,August,33,17,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,89.76,0,0,Check-Out,20/8/2017,,Not Cancel
416,City Hotel,32,2017,August,33,18,0,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,180.0,0,1,Check-Out,20/8/2017,,Cancel
417,City Hotel,4,2017,August,33,19,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,159.0,,0,Transient,209.0,0,0,Check-Out,20/8/2017,,Not Cancel
418,City Hotel,1,2017,August,33,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,173.5,1,1,Check-Out,20/8/2017,,Not Cancel
419,City Hotel,1,2017,August,33,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,173.5,0,1,Check-Out,20/8/2017,,Not Cancel
420,City Hotel,87,2017,August,33,18,0,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,80.1,0,0,Check-Out,20/8/2017,,Not Cancel
421,City Hotel,92,2017,August,33,17,0,3,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,80.1,0,1,Check-Out,20/8/2017,,Not Cancel
422,City Hotel,6,2017,August,33,18,0,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,136.8,0,2,Check-Out,20/8/2017,,Not Cancel
423,City Hotel,3,2017,August,33,19,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.0,0,0,Check-Out,20/8/2017,,Cancel
424,City Hotel,3,2017,August,33,19,0,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,189.0,0,0,Check-Out,20/8/2017,,Cancel
425,City Hotel,37,2017,August,33,17,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,20/8/2017,,Cancel
426,City Hotel,0,2017,August,33,19,0,1,2,0,1,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,169.0,0,0,Check-Out,20/8/2017,,Not Cancel
427,City Hotel,4,2017,August,33,18,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,189.0,0,2,Check-Out,20/8/2017,,Not Cancel
428,City Hotel,104,2017,August,33,18,0,2,2,2,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,168.0,,0,Transient,139.5,1,0,Check-Out,20/8/2017,,Not Cancel
429,City Hotel,177,2017,August,33,16,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,354.0,,0,Transient,121.77,0,0,Check-Out,20/8/2017,,Not Cancel
430,City Hotel,38,2017,August,33,19,0,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,20/8/2017,,Cancel
431,City Hotel,255,2017,August,33,17,0,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,172.2,0,2,Check-Out,20/8/2017,,Cancel
432,City Hotel,5,2017,August,33,17,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,0,Check-Out,20/8/2017,,Not Cancel
433,City Hotel,176,2017,August,33,13,2,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient-Party,109.16,0,0,Check-Out,20/8/2017,,Not Cancel
434,City Hotel,176,2017,August,33,13,2,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient-Party,109.16,0,0,Check-Out,20/8/2017,,Not Cancel
435,City Hotel,114,2017,August,33,17,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,125.0,0,3,Check-Out,20/8/2017,,Not Cancel
436,City Hotel,272,2017,August,33,18,0,2,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,89.1,0,1,Check-Out,20/8/2017,,Cancel
437,City Hotel,13,2017,August,33,17,0,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,20/8/2017,,Cancel
438,City Hotel,2,2017,August,33,19,0,1,3,0,0,BB,LUX,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,219.0,0,0,Check-Out,20/8/2017,,Not Cancel
439,City Hotel,109,2017,August,33,16,0,4,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,225.0,0,1,Check-Out,20/8/2017,,Not Cancel
440,City Hotel,141,2017,August,33,17,0,3,2,0,0,SC,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,71.1,0,1,Check-Out,20/8/2017,,Not Cancel
441,City Hotel,180,2017,August,33,13,2,5,3,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,168.0,,0,Transient,116.1,0,0,Check-Out,20/8/2017,,Not Cancel
442,City Hotel,0,2017,August,33,19,0,1,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,169.0,0,0,Check-Out,20/8/2017,,Not Cancel
443,City Hotel,30,2017,August,33,17,0,3,2,1,0,BB,FRA,Direct,Direct,0,0,0,B,A,1,No Deposit,14.0,,0,Transient-Party,138.02,0,2,Check-Out,20/8/2017,,Not Cancel
444,City Hotel,138,2017,August,33,19,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,20/8/2017,,Not Cancel
445,City Hotel,138,2017,August,33,19,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2,Check-Out,20/8/2017,,Not Cancel
446,City Hotel,30,2017,August,33,17,0,3,2,1,0,BB,FRA,Direct,Direct,0,0,0,B,A,0,No Deposit,14.0,,0,Transient-Party,138.02,0,2,Check-Out,20/8/2017,,Not Cancel
447,City Hotel,13,2017,August,33,19,0,1,2,0,0,BB,ISR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,170.0,0,0,Check-Out,20/8/2017,,Cancel
448,City Hotel,85,2017,August,33,18,0,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,80.1,0,0,Check-Out,20/8/2017,,Not Cancel
449,City Hotel,114,2017,August,33,17,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,195.0,0,1,Check-Out,20/8/2017,,Not Cancel
450,City Hotel,36,2017,August,33,19,0,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,200.0,0,2,Check-Out,20/8/2017,,Not Cancel
451,City Hotel,36,2017,August,33,19,0,1,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,200.0,0,2,Check-Out,20/8/2017,,Not Cancel
452,City Hotel,165,2017,August,33,17,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,104.4,0,0,Check-Out,20/8/2017,,Not Cancel
453,City Hotel,2,2017,August,33,18,0,2,3,0,0,BB,TUR,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,229.0,0,0,Check-Out,20/8/2017,,Not Cancel
